epoch,train_loss,frameacc,loc,recall_k1,prec_k1,f1_k1,far_k1,recall_k2,prec_k2,f1_k2,far_k2,recall_k3,prec_k3,f1_k3,far_k3,recall_k4,prec_k4,f1_k4,far_k4,recall_k5,prec_k5,f1_k5,far_k5
25,0.7819231258902902,0.6577777777777778,0.7894280762564991,1.0,0.5433255269320844,0.7040971168437026,0.8944954128440367,1.0,0.5686274509803921,0.725,0.8073394495412844,1.0,0.6010362694300518,0.7508090614886732,0.7064220183486238,1.0,0.651685393258427,0.7891156462585034,0.5688073394495413,0.9913793103448276,0.6990881458966566,0.8199643493761142,0.4541284403669725
26,0.7587265750475124,0.6264,0.8704506065857885,1.0,0.5167037861915368,0.6813509544787077,0.9954128440366973,1.0,0.5248868778280543,0.6884272997032642,0.963302752293578,1.0,0.5333333333333333,0.6956521739130436,0.9311926605504587,1.0,0.5484633569739953,0.7083969465648856,0.8761467889908257,0.9956896551724138,0.5661764705882353,0.7218749999999999,0.8119266055045872
27,0.7433635387070565,0.6331111111111111,0.7846620450606586,1.0,0.5420560747663551,0.703030303030303,0.8990825688073395,1.0,0.5873417721518988,0.7400318979266348,0.7477064220183486,1.0,0.6373626373626373,0.7785234899328859,0.6055045871559633,0.9913793103448276,0.6764705882352942,0.8041958041958043,0.5045871559633027,0.9741379310344828,0.7174603174603175,0.8263254113345521,0.40825688073394495
28,0.7220704066152869,0.6769777777777778,0.7110051993067591,1.0,0.672463768115942,0.804159445407279,0.518348623853211,0.9956896551724138,0.7573770491803279,0.8603351955307262,0.3394495412844037,0.9913793103448276,0.8127208480565371,0.8932038834951457,0.24311926605504589,0.9655172413793104,0.896,0.9294605809128631,0.11926605504587157,0.896551724137931,0.9244444444444444,0.9102844638949672,0.0779816513761468
29,0.7075104553727602,0.7087555555555556,0.7274696707105719,1.0,0.6025974025974026,0.7520259319286872,0.7018348623853211,0.9913793103448276,0.6744868035190615,0.8027923211169283,0.5091743119266054,0.9827586206896551,0.7524752475247525,0.852336448598131,0.3440366972477064,0.9655172413793104,0.8145454545454546,0.8836291913214991,0.23394495412844038,0.9137931034482759,0.848,0.8796680497925311,0.1743119266055046
30,0.6866921193155062,0.6732888888888889,0.7673310225303293,1.0,0.5576923076923077,0.7160493827160493,0.8440366972477065,0.9956896551724138,0.6176470588235294,0.7623762376237625,0.6559633027522935,0.9913793103448276,0.6590257879656161,0.7917383820998279,0.5458715596330275,0.978448275862069,0.6858006042296072,0.8063943161634103,0.47706422018348627,0.9439655172413793,0.711038961038961,0.8111111111111112,0.40825688073394495
31,0.6649032256227597,0.6779111111111111,0.7162045060658578,0.9956896551724138,0.6328767123287671,0.7738693467336684,0.6146788990825688,0.9956896551724138,0.7151702786377709,0.8324324324324324,0.42201834862385323,0.9870689655172413,0.7815699658703071,0.8723809523809524,0.29357798165137616,0.9655172413793104,0.8421052631578947,0.8995983935742972,0.1926605504587156,0.9051724137931034,0.8677685950413223,0.8860759493670886,0.14678899082568808
32,0.6532460183128794,0.6641777777777778,0.7538994800693241,0.9956896551724138,0.5804020100502513,0.7333333333333333,0.7660550458715596,0.9956896551724138,0.6363636363636364,0.776470588235294,0.6055045871559633,0.9913793103448276,0.7012195121951219,0.8214285714285715,0.44954128440366975,0.9655172413793104,0.7491638795986622,0.8436911487758945,0.3440366972477064,0.9482758620689655,0.7885304659498208,0.8610567514677103,0.2706422018348624
33,0.6333350408562766,0.6297333333333334,0.891681109185442,1.0,0.5155555555555555,0.6803519061583577,1.0,1.0,0.5178571428571429,0.6823529411764707,0.9908256880733946,0.9956896551724138,0.5214446952595937,0.6844444444444444,0.9724770642201835,0.9956896551724138,0.5261958997722096,0.6885245901639344,0.9541284403669725,0.9913793103448276,0.5311778290993071,0.6917293233082705,0.9311926605504587
34,0.6193285606809495,0.6648888888888889,0.7374350086655113,1.0,0.6408839779005525,0.7811447811447811,0.5963302752293578,1.0,0.725,0.8405797101449275,0.4036697247706422,0.9956896551724138,0.78839590443686,0.88,0.28440366972477066,0.978448275862069,0.8438661710037175,0.906187624750499,0.1926605504587156,0.8922413793103449,0.8846153846153846,0.888412017167382,0.12385321100917432
35,0.6077898653565496,0.6703111111111111,0.8535528596187175,1.0,0.5296803652968036,0.6925373134328358,0.944954128440367,1.0,0.5446009389671361,0.7051671732522796,0.8899082568807339,1.0,0.5631067961165048,0.7204968944099379,0.8256880733944955,0.9956896551724138,0.5848101265822785,0.736842105263158,0.7522935779816514,0.978448275862069,0.606951871657754,0.7491749174917491,0.6743119266055045
36,0.5867750528413256,0.6951111111111111,0.6442807625649913,0.978448275862069,0.7643097643097643,0.8582230623818525,0.3211009174311927,0.9698275862068966,0.8490566037735849,0.9054325955734407,0.1834862385321101,0.9482758620689655,0.9166666666666666,0.9322033898305084,0.09174311926605505,0.9051724137931034,0.9417040358744395,0.9230769230769231,0.05963302752293578,0.7887931034482759,0.9581151832460733,0.8652482269503546,0.03669724770642202
37,0.580625392680255,0.6753333333333333,0.9007798960138648,1.0,0.5225225225225225,0.6863905325443787,0.9724770642201835,1.0,0.5284738041002278,0.6915052160953801,0.9495412844036697,1.0,0.5382830626450116,0.6998491704374057,0.9128440366972477,1.0,0.5497630331753555,0.7094801223241591,0.8715596330275229,0.9956896551724138,0.5661764705882353,0.7218749999999999,0.8119266055045872
38,0.5678763423446418,0.7005333333333333,0.7863951473136915,1.0,0.5785536159600998,0.7330173775671407,0.7752293577981652,1.0,0.6153846153846154,0.761904761904762,0.6651376146788991,1.0,0.672463768115942,0.804159445407279,0.518348623853211,0.9956896551724138,0.7241379310344828,0.838475499092559,0.4036697247706422,0.9612068965517241,0.7797202797202797,0.861003861003861,0.2889908256880734
39,0.5489141469280309,0.7038666666666666,0.7504332755632582,0.9956896551724138,0.6031331592689295,0.7512195121951218,0.6972477064220184,0.9956896551724138,0.6695652173913044,0.8006932409012132,0.5229357798165137,0.9956896551724138,0.75,0.8555555555555556,0.3532110091743119,0.978448275862069,0.8376383763837638,0.9025844930417495,0.2018348623853211,0.9353448275862069,0.8785425101214575,0.906054279749478,0.13761467889908258
40,0.5355794251859507,0.6672,0.6247833622183708,0.9956896551724138,0.75,0.8555555555555556,0.3532110091743119,0.9913793103448276,0.8273381294964028,0.9019607843137255,0.22018348623853212,0.9612068965517241,0.892,0.925311203319502,0.12385321100917432,0.9137931034482759,0.9217391304347826,0.9177489177489179,0.08256880733944955,0.771551724137931,0.9521276595744681,0.8523809523809524,0.04128440366972477
41,0.5223892153842656,0.7178666666666667,0.779896013864818,1.0,0.575682382133995,0.7307086614173228,0.7844036697247706,0.9956896551724138,0.6294277929155313,0.7712854757929882,0.6238532110091743,0.9913793103448276,0.6744868035190615,0.8027923211169283,0.5091743119266054,0.978448275862069,0.739413680781759,0.8423005565862709,0.3669724770642202,0.9310344827586207,0.7854545454545454,0.8520710059171597,0.2706422018348624
42,0.5080155775605801,0.7131555555555555,0.7807625649913345,0.9956896551724138,0.5634146341463414,0.719626168224299,0.8211009174311926,0.9956896551724138,0.6031331592689295,0.7512195121951218,0.6972477064220184,0.9956896551724138,0.6543909348441926,0.7897435897435898,0.5596330275229358,0.9827586206896551,0.7192429022082019,0.8306010928961748,0.40825688073394495,0.9568965517241379,0.7278688524590164,0.8268156424581006,0.38073394495412843
43,0.5047417280183344,0.7304444444444445,0.6689774696707106,1.0,0.6946107784431138,0.8197879858657243,0.46788990825688076,0.9956896551724138,0.8162544169611308,0.8970873786407768,0.23853211009174313,0.9870689655172413,0.89453125,0.9385245901639344,0.12385321100917432,0.9353448275862069,0.9393939393939394,0.937365010799136,0.06422018348623854,0.8577586206896551,0.961352657004831,0.9066059225512528,0.03669724770642202
44,0.48994575611775837,0.658,0.7946273830155979,1.0,0.5237020316027088,0.6874074074074074,0.9678899082568807,1.0,0.5433255269320844,0.7040971168437026,0.8944954128440367,1.0,0.5700245700245701,0.7261345852895149,0.8027522935779816,0.9956896551724138,0.5923076923076923,0.7427652733118971,0.7293577981651376,0.9741379310344828,0.6174863387978142,0.7558528428093647,0.6422018348623854
45,0.47974996537065967,0.7124888888888888,0.7404679376083189,1.0,0.6203208556149733,0.7656765676567657,0.6513761467889908,1.0,0.6966966966966966,0.8212389380530973,0.463302752293578,0.9913793103448276,0.7849829351535836,0.8761904761904763,0.2889908256880734,0.9741379310344828,0.8401486988847584,0.9021956087824351,0.19724770642201836,0.9439655172413793,0.9163179916317992,0.929936305732484,0.09174311926605505
46,0.46556028142363826,0.7205333333333334,0.804159445407279,1.0,0.5458823529411765,0.7062404870624048,0.8853211009174312,1.0,0.5742574257425742,0.7295597484276729,0.7889908256880734,1.0,0.6253369272237197,0.7694859038142621,0.6376146788990825,1.0,0.6685878962536023,0.8013816925734024,0.5275229357798165,0.9741379310344828,0.7243589743589743,0.8308823529411764,0.3944954128440367
47,0.45692930884044397,0.6738666666666666,0.7283362218370883,1.0,0.5948717948717949,0.7459807073954984,0.7247706422018348,1.0,0.655367231638418,0.7918088737201365,0.5596330275229358,0.9956896551724138,0.7107692307692308,0.8294434470377021,0.43119266055045874,0.9568965517241379,0.7681660899653979,0.8522072936660269,0.3073394495412844,0.9008620689655172,0.8228346456692913,0.860082304526749,0.20642201834862386
48,0.44097789494362677,0.7117777777777777,0.7448006932409013,0.9956896551724138,0.6243243243243243,0.7674418604651162,0.6376146788990825,0.9956896551724138,0.6936936936936937,0.8176991150442479,0.46788990825688076,0.9913793103448276,0.732484076433121,0.8424908424908425,0.3853211009174312,0.9655172413793104,0.7832167832167832,0.8648648648648648,0.28440366972477066,0.9008620689655172,0.81640625,0.8565573770491803,0.21559633027522937
49,0.43139639166198746,0.6786222222222222,0.7803292894280762,1.0,0.6057441253263708,0.7544715447154472,0.6926605504587156,1.0,0.6685878962536023,0.8013816925734024,0.5275229357798165,0.9956896551724138,0.721875,0.8369565217391304,0.40825688073394495,0.9913793103448276,0.7903780068728522,0.8795411089866156,0.2798165137614679,0.9439655172413793,0.8455598455598455,0.8920570264765784,0.1834862385321101
50,0.4282550422069472,0.7082222222222222,0.8227902946273831,0.9956896551724138,0.5334872979214781,0.6947368421052631,0.926605504587156,0.9956896551724138,0.5579710144927537,0.7151702786377708,0.8394495412844036,0.9956896551724138,0.5833333333333334,0.7356687898089173,0.7568807339449541,0.978448275862069,0.6085790884718498,0.7504132231404959,0.6697247706422018,0.9655172413793104,0.6345609065155807,0.7658119658119658,0.591743119266055
51,0.4142389596945987,0.7355555555555555,0.7240034662045061,1.0,0.5918367346938775,0.7435897435897436,0.7339449541284404,0.9913793103448276,0.6388888888888888,0.777027027027027,0.5963302752293578,0.9827586206896551,0.6951219512195121,0.8142857142857143,0.45871559633027525,0.9396551724137931,0.7242524916943521,0.8180112570356471,0.38073394495412843,0.8663793103448276,0.7790697674418605,0.8204081632653062,0.26146788990825687
52,0.4027987292948771,0.6848444444444445,0.8466204506065858,1.0,0.535796766743649,0.6977443609022557,0.9220183486238532,1.0,0.5550239234449761,0.7138461538461539,0.8532110091743119,1.0,0.575682382133995,0.7307086614173228,0.7844036697247706,0.9956896551724138,0.5923076923076923,0.7427652733118971,0.7293577981651376,0.9827586206896551,0.6212534059945504,0.7612687813021701,0.6376146788990825
53,0.39568042973932854,0.7345333333333334,0.6737435008665511,0.9956896551724138,0.7475728155339806,0.8539741219963032,0.3577981651376147,0.9913793103448276,0.8156028368794326,0.8949416342412451,0.23853211009174313,0.9870689655172413,0.8910505836575876,0.9366053169734151,0.12844036697247707,0.9396551724137931,0.9276595744680851,0.9336188436830835,0.0779816513761468,0.8146551724137931,0.945,0.8750000000000001,0.05045871559633028
54,0.38792965496468007,0.7208888888888889,0.8067590987868284,1.0,0.5497630331753555,0.7094801223241591,0.8715596330275229,1.0,0.575682382133995,0.7307086614173228,0.7844036697247706,0.9956896551724138,0.6328767123287671,0.7738693467336684,0.6146788990825688,0.9870689655172413,0.6897590361445783,0.8120567375886525,0.4724770642201835,0.9568965517241379,0.7302631578947368,0.8283582089552239,0.3761467889908257
55,0.37982686616216826,0.6291555555555556,0.925476603119584,1.0,0.5167037861915368,0.6813509544787077,0.9954128440366973,0.9956896551724138,0.5167785234899329,0.6804123711340205,0.9908256880733946,0.9913793103448276,0.5168539325842697,0.6794682422451993,0.9862385321100917,0.9913793103448276,0.5215419501133787,0.6835066864784547,0.9678899082568807,0.9870689655172413,0.5252293577981652,0.6856287425149701,0.9495412844036697
56,0.37279441388920825,0.6594666666666666,0.8890814558058926,1.0,0.5190156599552572,0.6833578792341679,0.9862385321100917,1.0,0.5260770975056689,0.6894502228826151,0.9587155963302753,1.0,0.5370370370370371,0.6987951807228916,0.9174311926605505,0.9956896551724138,0.5513126491646778,0.7096774193548387,0.8623853211009175,0.9913793103448276,0.5637254901960784,0.71875,0.8165137614678899
57,0.36410361898929233,0.6666222222222222,0.908578856152513,1.0,0.5178571428571429,0.6823529411764707,0.9908256880733946,1.0,0.5213483146067416,0.6853766617429837,0.9770642201834863,1.0,0.5284738041002278,0.6915052160953801,0.9495412844036697,1.0,0.5420560747663551,0.703030303030303,0.8990825688073395,1.0,0.5550239234449761,0.7138461538461539,0.8532110091743119
58,0.35194608217778056,0.7285333333333334,0.6928076256499134,0.9956896551724138,0.652542372881356,0.7883959044368601,0.5642201834862385,0.9956896551724138,0.7475728155339806,0.8539741219963032,0.3577981651376147,0.9741379310344828,0.8014184397163121,0.8793774319066149,0.25688073394495414,0.9181034482758621,0.8255813953488372,0.8693877551020408,0.20642201834862386,0.8232758620689655,0.8642533936651584,0.8432671081677704,0.13761467889908258
59,0.3477591438276847,0.7072,0.7482668977469671,1.0,0.5918367346938775,0.7435897435897436,0.7339449541284404,1.0,0.655367231638418,0.7918088737201365,0.5596330275229358,0.9913793103448276,0.7165109034267912,0.8318264014466545,0.41743119266055045,0.9698275862068966,0.7785467128027682,0.8637236084452976,0.29357798165137616,0.9353448275862069,0.8410852713178295,0.8857142857142856,0.18807339449541285
60,0.3388303804180374,0.7398666666666667,0.6165511265164645,0.9956896551724138,0.8279569892473119,0.904109589041096,0.22018348623853212,0.9827586206896551,0.9083665338645418,0.9440993788819876,0.10550458715596331,0.9353448275862069,0.9313304721030042,0.9333333333333333,0.07339449541284404,0.8577586206896551,0.9567307692307693,0.9045454545454545,0.04128440366972477,0.7198275862068966,0.9653179190751445,0.8246913580246914,0.027522935779816515
